"Keyword","SERP Position","Avg. Search Volume (Last 12 months)","Estimated Visits","Location","CPC/USD","PPC","Keyword Difficulty","Keyword interest growth (%)","Content Type","Search Intent","Keyword Opportunities","Serp Features","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019","Search Volume 1/2020","Search Volume 2/2020","Search Volume 3/2020","Search Volume 4/2020","Search Volume 5/2020","Search Volume 6/2020","Search Volume 7/2020","Search Volume 8/2020","Search Volume 9/2020","Search Volume 10/2020","Search Volume 11/2020","Search Volume 12/2020","Search Volume 1/2021","Search Volume 2/2021","Search Volume 3/2021","Search Volume 4/2021","Search Volume 5/2021","Search Volume 6/2021","Search Volume 7/2021","Search Volume 8/2021","Search Volume 9/2021","Search Volume 10/2021","Search Volume 11/2021","Search Volume 12/2021","Search Volume 1/2022","Search Volume 2/2022","Search Volume 3/2022","Search Volume 4/2022","Search Volume 5/2022","Search Volume 6/2022","Search Volume 7/2022","Search Volume 8/2022","Search Volume 9/2022","Search Volume 10/2022","Search Volume 11/2022","Search Volume 12/2022","Search Volume 1/2023","Search Volume 2/2023","Search Volume 3/2023","Search Volume 4/2023","Search Volume 5/2023","Search Volume 6/2023","Search Volume 7/2023","Search Volume 8/2023","Search Volume 9/2023","Search Volume 10/2023","Search Volume 11/2023","Search Volume 12/2023","Search Volume 1/2024","Search Volume 2/2024","Search Volume 3/2024","Search Volume 4/2024","Search Volume 5/2024","Search Volume 6/2024","Search Volume 7/2024","Search Volume 8/2024","Search Volume 9/2024","Search Volume 10/2024","Search Volume 11/2024","Search Volume 12/2024","Search Volume 1/2025","Search Volume 2/2025","Search Volume 3/2025","Search Volume 4/2025","Search Volume 5/2025","Search Volume 6/2025","Search Volume 7/2025","Search Volume 8/2025","Search Volume 9/2025","Search Volume 10/2025","Search Volume 11/2025","Search Volume 12/2025"
"blog in seo",14,260,1,"Spain","1.74",25,,-57,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,480,390,390,480,320,320,390,320,260,210,260,210,210,210,320,390,390,590,480,210,140,110,90,90,70,110
"busqueda en catalan",14,320,1,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,260,390,320,320,260,210,110,260,390,320,260
"chatgpt en català",14,320,1,"Spain","0.06",25,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,390,480,480,590,480,260,140,210,320,320,260
"clínica mayans",14,170,0,"Spain","6.25",2,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,140,170,170,170,140,170,140,140,110,170,110
"coral yachting",14,140,0,"Spain","",5,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,70,70,110,210,320,390,140,90,50,70,40
"cortisa",14,390,2,"Spain","2.19",34,23,2,"HOMEPAGES","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,210,320,320,320,320,390,390,390,140,320,390,,,390,480,480,480,590,390,480,260,390,480,390,320
"crawling websites",14,320,1,"Spain","2.17",9,,-29,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,590,590,480,480,390,320,320,480,390,320,390,480,390,390,390,320,260,210,390,320,260,260
"denoe",14,260,1,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,30,30,"50","30","30","20","20","10","30","30","20","30","","","","","","","","","","","",,,,90,70,70,40,50,50,390,170,110,90,90,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,480,590,260,90,90,90,170,480,90,110,140
"diseño web pyme",14,170,0,"Spain","4.25",10,10,-35,"","","","","0","0","10","0","10","10","10","0","0","10","10",0,,,,,,,,,,,,"","","","","","","","","","","","","20","20","10","20","30","10","40","10","20",10,20,30,10,20,10,20,70,10,40,40,10,20,40,20,10,20,20,20,20,50,10,40,10,10,30,30,20,30,20,20,20,20,20,20,30,20,10,30,20,20,20,30,70,20,30,50,50,40,30,90,70,50,40,30,50,40,90,140,110,90,90,140,140,140,170,90,90,140,140,140,170,170,210,140,210,170,170,210,210,170,320,110,110,90
"diseño web wordpress",14,1600,8,"Spain","5.12",11,15,-26,"","commercial, informational","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1300,1300,1600,1300,1000,1000,1000,1000,1300,1000,1300,1000,880,880,480,720,720,1000,880,880,880,880,720,720,880,1000,1000,1600,1300,1000,720,1000,1300,1000,1000,880,1000,1600,1300,1000,1300,720,720,720,720,880,1000,1300,1900,1900,2400,1600,1600,1000,1000,4400,720,720,480
"embriogyn",14,1300,7,"Spain","",2,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,720,720,720,720,720,880,720,880,720,720,720,,,,,,,,,,,,,,,,,,,1300,1600,1600,1300,1300,1300,1300,1000,1300,1600,1300,1300
"empresas de diseño web",14,720,4,"Spain","6.05",23,23,-25,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,720,720,720,590,720,590,480,590,880,590,590,590,590,390,390,390,320,320,390,390,390,480,260,390,260,260,210,320,320,320,260,390,390,390,390,320,320,590,480,390,320,320,320,390,320,260,480,390,1000,1300,1300,720,480,390,260,2400,320,260,210
"laser penta",14,390,2,"Spain","2.05",7,21,,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,140,140,"170","140","170","170","170","70","110","140","110","70","70","140","170","140","140","140","110","50","110","140","110",110,170,140,140,140,170,110,140,50,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,480,480,390,480,480,480,110,390,480,480,320
"pekos group",14,480,2,"Spain","",1,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,110,260,260,260,210,260,210,320,320,480,390,,,,,,,,,,,,,,,,,,,480,390,590,480,480,480,480,210,480,590,320,390
"peluches barrado",14,140,0,"Spain","0.13",94,,67,"","","","","","","","","","","","","","","",,30,40,20,30,30,20,10,20,20,10,10,"10","","","","","","","","40","50","40","50","70","50","90","70","70","110","90","50","",,,,40,50,70,50,90,140,110,110,90,70,70,70,,,,,,,,,,,,,,,,,90,110,90,90,90,70,50,50,90,90,90,140,140,170,140,140,170,70,140,140,110,140,140,110,140,140,140,170,140,110,140,110,110,140,140,90,110,210,110,110,110,110,70,140,110,110,170,110,140,170,210,170,210,170
"performance max",14,260,1,"Spain","4.91",11,,-35,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,390,390,390,320,480,590,320,390,390,390,320,210,320,390,480,260,320,320,320,210,260,260,170,140,320,260,260,210
"presupuesto seo barcelona",14,140,0,"Spain","",7,,713,"","","","","","","","","","","","","","0","0",0,0,0,0,0,0,0,0,0,0,,,"","","","","","","","","","","","","","","","","","","","","",,,20,20,10,30,40,40,10,10,10,20,70,20,10,10,10,10,10,10,20,10,10,10,0,0,10,10,20,40,10,20,40,30,10,10,10,90,90,260,20,20,260,20,10,140,10,210,10,260,10,10,70,10,10,10,10,40,70,30,30,20,20,20,20,20,20,30,20,40,30,30,20,50,90,140,140,90,50,30,30,260,70,320,260
"páginas web oficiales",14,140,0,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,70,50,30,40,40,140,320,210,90,720
"qué significa sem",14,140,0,"Spain","0.92",10,,-12,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,140,110,140,110,170,140,90,90,110,170,210,,,,,170,170,140,90,70,140,170,170,140,170,140,170,140,170,110,110,70,140,170,140,110
"rediseño web",14,140,0,"Spain","17.75",17,12,-6,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","20","30","70","70","40","30","30",50,50,70,70,50,50,50,90,110,70,110,110,"140","90","50","30","40","30","50","30","40","50","20","50","260","390","390","260","260","170","170","40","40",20,30,50,140,90,90,90,50,40,30,90,70,70,50,50,50,70,70,170,210,50,70,110,110,90,90,90,90,40,70,90,50,50,70,90,90,70,70,70,40,70,70,40,70,70,70,70,70,70,110,70,90,70,70,50,50,50,,,,,,,,,,,,,70,50,70,50,90,210,210,170,110,50,40,40,480,70,40,50
"seo para empresas",14,320,1,"Spain","15.19",12,10,-24,"CORPORATE_BLOG_POSTS, DOCUMENTATION, LINKEDIN_ARTICLES","","Missing words in title","AI Overview, People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,70,50,50,70,30,50,30,50,30,30,30,50,40,50,20,30,320,90,70,50,50,40,70,70,90,70,70,70,40,50,50,50,70,70,70,90,140,140,110,70,110,140,110,140,140,90,110,140,170,170,170,170,320,480,480,260,110,110,90,880,110,140,140
"servicios de diseño web",14,170,0,"Spain","5.98",56,15,-44,"HOMEPAGES","","Missing words in title","","","","","","20","20","10","20","10","10","10",10,10,10,30,10,10,10,10,10,10,10,10,"20","10","10","10","10","20","10","30","10","10","20","30","20","20","10","10","20","","","","",30,20,30,10,30,70,10,20,20,20,30,20,10,20,30,20,30,30,30,30,30,50,70,40,20,90,20,20,30,30,30,20,40,30,30,50,30,30,20,30,30,40,30,50,50,40,50,50,50,50,40,50,50,90,50,70,70,70,70,50,50,70,90,50,90,70,90,70,90,90,90,70,110,90,260,260,320,210,260,140,50,260,70,50,30
"servicios seo barcelona",14,260,1,"Spain","",3,15,97,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,30,40,30,20,40,50,30,50,50,50,30,30,50,20,90,140,30,30,30,720,40,390,30,70,140,40,480,20,110,110,40,110,90,70,140,170,140,260,140,210,90,90,90,90,140,90,110,90,90,140,110,260,260,210,170,110,110,140,880,170,320,140
"tekman education",14,1600,8,"Spain","0.50",1,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1600,1300,1600,1300,1300,880,2400,2900,2400,1000
"tienda online en barcelona",14,90,0,"Spain","2.78",57,,,"","","","","","","","","","","","","","","20",20,20,10,10,20,10,10,20,10,10,70,10,"20","10","10","20","20","","","","","","","","","","","","","","","","",,,,390,320,320,320,390,320,320,260,320,390,320,260,320,480,880,480,320,390,320,320,320,390,210,170,210,140,170,390,260,210,170,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,170,210,110,50,40,40,30,210,70,20,20
"tiendas retail",14,210,1,"Spain","",,21,-38,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,210,320,260,140,210,170,210,260,210,320,210,260,260,170,260,170,210,140,140,210,170,110
"agencia ecommerce",15,720,3,"Spain","12.35",18,22,0,"LISTICLES, HOMEPAGES","","Missing words in title","People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,170,210,320,210,210,260,260,260,210,260,210,210,170,590,320,170,170,210,210,320,210,210,210,210,320,390,390,480,170,260,260,210,390,320,320,320,210,320,210,260,260,320,320,320,390,390,390,390,320,390,390,390,320,480,880,1000,880,590,480,260,140,2400,390,390,320
"agencias de desarrollo web",15,590,3,"Spain","4.32",10,18,319,"LISTICLES","","Missing words in title","Featured Snippet","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,210,210,170,170,320,170,110,110,170,110,90,210,590,720,590,390,260,170,140,1900,590,480,480
"agencias seo en barcelona",15,480,2,"Spain","3.17",5,,48,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,260,390,320,320,260,170,260,170,260,210,320,210,390,590,720,390,210,210,170,1600,390,390,
"catalogos de productos",15,590,3,"Spain","4.29",17,26,-13,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,590,590,480,480,590,320,260,260,480,590,480,,480,720,880,720,590,390,320,260,1000,590,480,320
"certio",15,8100,41,"Spain","0.50",2,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4400,4400,4400,4400,4400,4400,5400,5400,6600,5400,6600,,,,,,,,,,,,,,,,,,8100,6600,8100,6600,9900,9900,12100,6600,8100,8100,8100,8100
"clínica aragón barcelona",15,170,0,"Spain","1.42",9,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,170,140,110,140,90,140,110,90,110,70,,,,,,,,,,,,,,,,,,,,,140,170,170,140,170,170,210,170,170,110,110,110
"desarrollo de paginas web",15,590,3,"Spain","20.81",43,27,-4,"CORPORATE_BLOG_POSTS","","Missing words in title","AI Overview, People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,260,480,390,390,390,390,390,390,320,320,260,260,260,260,260,320,260,260,320,320,320,260,260,260,260,260,260,320,260,260,260,390,390,390,390,390,390,480,480,480,390,260,260,320,260,320,320,480,590,720,720,590,390,170,170,1900,390,260,210
"diseñador de paginas web",15,2900,14,"Spain","8.15",33,34,-19,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,2900,2400,2400,2400,2900,2900,2900,1900,2400,2400,2400,1600,2400,1900,1300,1900,1900,1900,1900,1600,1900,1900,2400,1900,1900,1600,1300,1600,2400,2900,2400,2400,2400,2400,2400,2400,2400,1900,1600,1600,1600,1900,1300,1600,2400,3600,4400,4400,2900,2900,1600,1300,5400,1600,1300,1000
"diseñando pagina web",15,1600,8,"Spain","8.24",44,,-33,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1900,1600,1300,1000,1300,1300,1600,1900,1300,1600,1600,1300,1000,1300,1000,880,880,1000,1300,1300,1000,1300,1300,1300,1300,1300,1300,1000,880,1600,1600,1600,1300,1300,1600,1900,1600,1600,1300,1000,880,1000,1300,1000,1600,1600,1900,2400,2400,1600,1600,1000,880,3600,1000,880,720
"diseño y programacion web",15,90,0,"Spain","3.43",34,18,-68,"","","","","","","","","20","40","40","30","20","40","30",30,30,30,40,20,30,110,110,70,50,50,50,"70","70","50","40","40","50","40","50","50","20","40","50","50","40","70","110","140","90","90","30","20",50,40,50,40,50,40,30,30,30,70,110,40,40,90,70,40,70,90,110,140,70,70,110,90,70,110,70,70,90,90,90,70,90,110,70,70,50,70,70,90,50,140,90,50,50,70,50,260,70,90,90,90,70,90,50,50,50,90,90,110,70,70,70,70,110,50,70,70,40,50,70,50,70,70,110,170,170,110,50,30,30,210,40,10,10
"diseños de sitio web",15,590,3,"Spain","9.73",5,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,590,720,590,3600,590,590,590,480,590,1000,390,,,,,,720,720,880,1000,590,720,590,210,1000,320,320,210
"empresa de diseño barcelona",15,140,0,"Spain","1.76",15,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,170,210,260,140,10,70,20,480,40,40,40
"evasiom",15,140,0,"Spain","0.27",51,,,"","","","","","","","","","","","","","","110",90,110,110,90,140,70,140,90,140,170,140,110,"110","90","110","","","","","","","","","","","110","140","140","140","110","110","140","140",170,170,140,170,110,170,170,170,110,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,110,110,110,110,90,110,140,170,140
"frameworks en php",15,140,0,"Spain","",2,,-72,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,480,480,480,320,320,260,480,480,390,260,170,170,170,140,140,90,90,70,110,110,140,70
"google estados unidos",15,140,0,"Spain","",,,-26,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,260,320,320,390,260,260,260,320,390,260,170,170,170,210,320,320,260,210,210,260,260,210,170,170,210,210,260,210,210,210,170,210,170,260,170,170,140,140,210,260,170,210,210,210,210,170,140,170,210,320,260,260,170,170,170,170,170,170,170,170,140,140,210,260,140,210,170,170,210,170,170,110,90,110,140,140,170
"herramientas de palabras clave",15,210,1,"Spain","2.50",7,30,127,"TOOLS, CORPORATE_BLOG_POSTS","","Missing words in title","Featured Snippet","","260","140","110","110","140","170","140","70","90","110",390,390,390,320,260,210,260,320,320,320,210,260,"210","210","210","210","170","140","140","170","170","110","","","","210","170","70","90","70","70","110","90",90,110,110,110,70,90,50,50,70,70,70,110,50,90,70,50,70,110,110,110,140,140,140,170,260,210,170,140,170,210,110,90,90,90,90,110,110,90,70,70,70,70,70,70,90,90,70,90,70,90,70,70,90,90,70,70,90,90,70,90,20,50,40,40,30,30,40,30,10,20,40,40,30,90,320,390,320,110,20,20,50,1000,90,90,70
"joyería aurum",15,480,2,"Spain","1.21",41,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,320,390,480,480,390,480,390,480,480,390,480
"marcual",15,390,1,"Spain","1.08",31,,,"","","","","","","","","","","","","","","",320,320,320,260,260,170,320,320,320,260,320,320,"390","260","320","260","320","170","260","320","260","210","","","","260","320","320","260","210","260","390","390",260,390,260,260,260,320,260,320,210,260,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,480,480,320,390,320,390,320,480,480,390,390
"mejor empresa de posicionamiento web",15,110,0,"Spain","18.91",30,,-33,"","","","","","","","","","","","","","","",,10,10,10,10,0,10,10,20,10,10,20,"20","","","","","","","","","","","","","","","","","","","","",,,50,20,40,30,50,30,10,10,20,20,20,40,40,30,20,20,10,10,10,20,30,20,20,20,40,40,50,70,70,50,50,50,50,70,30,50,40,20,20,40,30,30,30,50,90,90,40,70,70,40,30,10,10,10,10,10,40,40,20,20,10,20,20,20,40,20,30,20,20,20,20,70,40,50,390,320,210,110,110,50,20,10,10
"nails & friends",15,260,1,"Spain","0.68",20,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,90,50,50,70,40,50,70,70,90,170,170,110,140,70,50,90,90,110,140,210,210,260,210,260,140,110,90,140,140,110,140,170,210,260,260,320,210,210,170,170,170,110,170,260,320,260,390,320,,,,,390,260,320,390,320,320,390,320,260,260,140,170
"open graph significado",15,480,2,"Spain","",,,-30,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,1600,720,590,590,590,720,590,590,590,480,390,590,590,880,590,590,480,590,590,390,480,480,480,480,480,480
"paginas de diseño web",15,90,0,"Spain","1.23",56,28,-50,"","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,10,10,30,20,20,30,40,50,50,40,30,30,30,40,40,40,50,50,70,40,30,70,30,30,40,50,90,70,50,50,70,70,90,70,70,40,70,110,90,90,90,70,70,70,40,40,40,20,20,30,20,30,30,40,90,140,170,140,320,210,50,70,20,10,10
"post blogspot",15,480,2,"Spain","1.62",5,,-21,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,720,480,480,590,480,590,590,390,260,590,880,720,720,480,480,590,720,720,590,390,260,170,720,720,480,320
"profesionales seo",15,170,0,"Spain","",23,25,-36,"CORPORATE_BLOG_POSTS, HOMEPAGES","","Missing words in title","","","","","","","70","50","70","140","70","30",50,70,110,40,30,10,30,20,30,20,,,"","","","","","","","","","","","","","","","","","","","","",,20,40,20,20,20,20,10,10,20,30,50,40,50,30,20,20,40,20,40,50,30,40,70,40,40,50,40,40,40,30,30,40,30,40,30,50,30,40,70,50,50,70,90,70,70,70,50,50,70,40,50,70,50,30,30,20,50,90,90,50,50,70,90,90,90,30,40,50,40,30,30,50,90,260,390,480,210,30,20,20,590,50,10,10
"qué es un consultor seo",15,110,0,"Spain","",,,121,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,10,10,10,40,30,10,30,20,10,30,50,40,30,20,30,70,90,40,50,40,110,110,50,30,30,30,40,30,10,20,20,40,40,50,30,30,20,30,30,20,20,20,30,30,30,20,40,50,40,50,50,30,70,30,40,20,30,50,70,10,30,40,40,40,50,50,70,140,170,170,90,20,20,40,170,90,110,110
"qué son las serps",15,90,0,"Spain","0.55",20,,-26,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,0,0,0,0,0,0,40,30,40,70,50,40,30,50,30,70,110,90,90,90,90,70,50,50,40,50,50,50,70,50,90,90,50,70,90,70,70,50,90,70,70,50,90,70,70,70,90,70,,,,,,,,,,,,,,,,,50,40,90,140,170,170,70,30,40,10,390,50,20,30
"seo for shopify",15,260,1,"Spain","4.20",40,21,-54,"DOCUMENTATION, CORPORATE_BLOG_POSTS","","Missing words in title","AI Overview, People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,210,210,210,140,210,210,210,170,210,260,260,170,170,170,170,170,210,210,210,210,210,260,260,210,320,260,260,260,260,320,320,210,260,590,390,390,260,320,390,260,260,260,320,260,320,480,590,390,390,170,140,140,260,170,110,110
"servicio pagina web",15,90,0,"Spain","6.68",43,,-54,"","","","","10","0","0","0","10","10","10","10","10","10","10",10,,,,,,,,,,20,20,"20","20","20","10","10","20","20","10","30","40","10","20","20","20","20","20","30","20","20","30","20",20,20,40,20,10,30,20,20,20,20,30,40,20,320,320,590,480,480,390,480,20,30,50,30,40,50,30,70,50,50,30,20,20,20,10,20,20,30,40,30,30,30,50,20,10,30,40,50,30,40,50,40,20,50,40,30,40,50,50,70,70,40,40,70,50,50,30,30,30,30,30,50,50,50,170,170,210,110,50,30,20,320,20,20,20
"site map ejemplos",15,260,1,"Spain","",0,,4,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,70,90,70,40,20,40,70,110,90,170,390,480,390,170,50,30,10,1000,140,50,90
